P255: 0  (0,2.2299),(-2.0000,-0.9731,0.1600),(-0.3214,0.7500,0.5791)
P256: 0  (0,2.2297),(-2.0000,-0.9726,0.1600),(-0.3214,0.7600,0.5691)
P257: 0  (0,2.2346),(-2.0000,-0.9820,0.1700),(-0.3262,0.7600,0.5526)
P258: 0  (0,2.2340),(-2.0000,-0.9790,0.1800),(-0.3262,0.7700,0.5500)
P259: 0  (0,2.2280),(-2.0000,-0.9632,0.1900),(-0.3263,0.7800,0.5399)
P260: 0  (0,2.2342),(-2.0000,-0.9774,0.1900),(-0.3263,0.7800,0.5299)
P261: 0  (0,2.2399),(-2.0000,-0.9864,0.2100),(-0.3361,0.7900,0.5125)
P262: 0  (0,2.2341),(-2.0000,-0.9752,0.2000),(-0.3365,0.7934,0.5034)
P263: 0  (0,2.2361),(-2.0000,-0.9756,0.2200),(-0.3365,0.8000,0.4934)
P264: 0  (0,2.2393),(-2.0000,-0.9828,0.2200),(-0.3367,0.8109,0.4832)
P265: 0  (0,2.2369),(-2.0000,-0.9751,0.2300),(-0.3466,0.8102,0.4730)
P266: 0  (0,2.2362),(-2.0000,-0.9734,0.2300),(-0.3470,0.8199,0.4602)
P267: 0  (0,2.2414),(-2.0000,-0.9830,0.2400),(-0.3472,0.8193,0.4503)
P268: 0  (0,2.2457),(-2.0000,-0.9903,0.2500),(-0.3578,0.8298,0.4325)
P269: 0  (0,2.2407),(-2.0000,-0.9789,0.2500),(-0.3576,0.8295,0.4221)
P270: 0  (0,2.2469),(-2.0000,-0.9905,0.2600),(-0.3578,0.8399,0.4094)
P271: 0  (0,2.2402),(-2.0000,-0.9751,0.2600),(-0.3582,0.8396,0.4003)
P272: 0  (0,2.2483),(-2.0000,-0.9910,0.2700),(-0.3684,0.8506,0.3907)
P273: 0  (0,2.2456),(-2.0000,-0.9849,0.2700),(-0.3687,0.8497,0.3710)
P274: 0  (0,2.2500),(-2.0000,-0.9948,0.2700),(-0.3691,0.8507,0.3598)
P275: 0  (0,2.2477),(-2.0000,-0.9868,0.2800),(-0.3756,0.8608,0.3508)
P276: 0  (0,2.2526),(-2.0000,-0.9951,0.2900),(-0.3799,0.8591,0.3342)
P277: 0  (0,2.2543),(-2.0000,-0.9989,0.2900),(-0.3872,0.8636,0.3192)
P278: 0  (0,2.2506),(-2.0000,-0.9905,0.2900),(-0.3868,0.8711,0.3102)
P279: 0  (0,2.2565),(-2.0000,-1.0038,0.2900),(-0.3897,0.8693,0.3000)
P280: 0  (0,2.2531),(-2.0000,-0.9933,0.3000),(-0.3986,0.8720,0.2899)
P281: 0  (0,0.8442),(-0.0000,-0.2695,0.8000),(-0.3926,0.8782,0.2899)
